Locality Name,"Post
Code","Municipality
Name","Ward
Name",LGA,"District
Name","District
Code","Region
Name","Region
Code","Property
Count","Elector
Count"
Maribyrnong,3032,Maribyrnong City Council,River,55201,Footscray,31,Western Metropolitan,7,4288,6741
Marionvale,3634,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,79,Northern Victoria,4,44,83
Markwood,3678,Wangaratta Rural City Council,Unsubdivided,52701,Murray Valley,61,Northern Victoria,4,117,215
Marlbed,3483,Buloke Shire Council,Mallee,57102,Swan Hill,82,Northern Victoria,4,4,5
Marlo,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,331,456
Marnoo,3387,Northern Grampians Shire Council,Central,57401,Swan Hill,82,Northern Victoria,4,69,103
Marnoo East,3477,Northern Grampians Shire Council,Central,57401,Swan Hill,82,Northern Victoria,4,4,6
Marnoo West,3387,Northern Grampians Shire Council,Central,57401,Ripon,74,Western Victoria,8,1,2
Marnoo West,3387,Northern Grampians Shire Council,Central,57401,Swan Hill,82,Northern Victoria,4,9,17
Marong,3515,Greater Bendigo City Council,Lockwood,50202,Bendigo East,10,Northern Victoria,4,201,356
Marong,3515,Greater Bendigo City Council,Lockwood,50202,Bendigo West,11,Northern Victoria,4,162,310
Marong,3515,Loddon Shire Council,Tarnagulla,56503,Bendigo West,11,Northern Victoria,4,10,15
Maroona,3377,Ararat Rural City Council,Unsubdivided,51401,Lowan,46,Western Victoria,8,28,50
Maroona,3377,Ararat Rural City Council,Unsubdivided,51401,Ripon,74,Western Victoria,8,12,28
Marraweeney,3669,Strathbogie Shire Council,Honeysuckle Creek,53101,Benalla,8,Northern Victoria,4,27,33
Marshall,3216,Greater Geelong City Council,Buckley,50604,South Barwon,80,Western Victoria,8,400,699
Marshall,3216,Greater Geelong City Council,Kardinia,50610,South Barwon,80,Western Victoria,8,323,441
Marungi,3634,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,79,Northern Victoria,4,13,22
Marungi,3634,Moira Shire Council,Unsubdivided,52901,Murray Valley,61,Northern Victoria,4,34,69
Maryborough,3465,Central Goldfields Shire Council,Maryborough,56302,Ripon,74,Western Victoria,8,3965,5756
Maryborough,3465,Central Goldfields Shire Council,Paddys Ranges,56303,Ripon,74,Western Victoria,8,27,51
Maryborough,3465,Central Goldfields Shire Council,Tullaroop,56304,Ripon,74,Western Victoria,8,55,99
Maryknoll,3812,Cardinia Shire Council,Port,54302,Bass,5,Eastern Victoria,2,182,371
Marysville,3779,Murrindindi Shire Council,Cathedral,53001,Seymour,78,Northern Victoria,4,394,265
Maryvale,3840,Latrobe City Council,Central,53701,Morwell,58,Eastern Victoria,2,13,24
Maryvale,3840,Latrobe City Council,East,53702,Morwell,58,Eastern Victoria,2,1,1
Massey,3482,Buloke Shire Council,Mount Jeffcott,57103,Swan Hill,82,Northern Victoria,4,8,13
Matlock,3723,Mansfield Shire Council,Jamieson,58002,Benalla,8,Northern Victoria,4,3,3
Matlock,3723,Yarra Ranges Shire Council,O'Shannassy,56206,Gembrook,35,Eastern Victoria,2,1,1
Maude,3331,Golden Plains Shire Council,Unsubdivided,50501,Ballarat East,3,Western Victoria,8,15,22
Maude,3331,Golden Plains Shire Council,Unsubdivided,50501,Polwarth,70,Western Victoria,8,58,115
McCrae,3938,Mornington Peninsula Shire Council,Seawinds,55705,Nepean,65,Eastern Victoria,2,1677,2312
McIntyre,3472,Loddon Shire Council,Tarnagulla,56503,Bendigo West,11,Northern Victoria,4,2,4
McIntyre,3472,Loddon Shire Council,Tarnagulla,56503,Swan Hill,82,Northern Victoria,4,22,23
McKenzie Creek,3401,Horsham Rural City Council,Unsubdivided,56801,Lowan,46,Western Victoria,8,55,123
McKenzie Hill,3451,Mount Alexander Shire Council,Castlemaine,56702,Bendigo West,11,Northern Victoria,4,162,293
McKenzie Hill,3451,Mount Alexander Shire Council,Loddon River,56704,Bendigo West,11,Northern Victoria,4,7,17
McKinnon,3204,Glen Eira City Council,Rosstown,54602,Bentleigh,12,Southern Metropolitan,6,1335,2229
McKinnon,3204,Glen Eira City Council,Tucker,54603,Bentleigh,12,Southern Metropolitan,6,948,1633
McLoughlins Beach,3874,Wellington Shire Council,Unsubdivided,53901,Gippsland South,37,Eastern Victoria,2,75,80
McMahons Creek,3799,Yarra Ranges Shire Council,O'Shannassy,56206,Gembrook,35,Eastern Victoria,2,70,81
McMillans,3568,Gannawarra Shire Council,Patchell,57203,Rodney,75,Northern Victoria,4,42,63
McMillans,3568,Gannawarra Shire Council,Patchell,57203,Swan Hill,82,Northern Victoria,4,4,3
McMillans,3568,Gannawarra Shire Council,Yarran,57204,Rodney,75,Northern Victoria,4,1,3
Mead,3568,Gannawarra Shire Council,Patchell,57203,Rodney,75,Northern Victoria,4,40,68
Mead,3568,Gannawarra Shire Council,Patchell,57203,Swan Hill,82,Northern Victoria,4,4,2
Meadow Creek,3678,Wangaratta Rural City Council,Unsubdivided,52701,Benalla,8,Northern Victoria,4,42,73
Meadow Heights,3048,Hume City Council,Meadow Valley,54803,Broadmeadows,15,Northern Metropolitan,3,4590,8875
Meatian,3585,Gannawarra Shire Council,Avoca,57201,Swan Hill,82,Northern Victoria,4,2,5
Meatian,3585,Swan Hill Rural City Council,Lakes,57002,Swan Hill,82,Northern Victoria,4,6,5
Meeniyan,3956,South Gippsland Shire Council,Strzelecki,53802,Gippsland South,37,Eastern Victoria,2,268,490
Meeniyan,3956,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,37,Eastern Victoria,2,36,59
Meering West,3579,Gannawarra Shire Council,Avoca,57201,Swan Hill,82,Northern Victoria,4,6,8
Meering West,3579,Loddon Shire Council,Boort,56501,Swan Hill,82,Northern Victoria,4,2,2
Meerlieu,3862,Wellington Shire Council,Unsubdivided,53901,Gippsland East,36,Eastern Victoria,2,24,52
Melbourne,3004,Melbourne City Council,Unsubdivided,50001,Prahran,71,Southern Metropolitan,6,799,975
Melbourne,3000,Melbourne City Council,Unsubdivided,50001,Melbourne,50,Northern Metropolitan,3,8775,6441
Melbourne,3004,Port Phillip City Council,Emerald Hill,51104,Albert Park,1,Southern Metropolitan,6,849,819
Melbourne,3004,Port Phillip City Council,Junction,51105,Albert Park,1,Southern Metropolitan,6,2790,2850
Melbourne,3004,Port Phillip City Council,Junction,51105,Prahran,71,Southern Metropolitan,6,65,110
Melbourne Airport,3045,Hume City Council,Jacksons Creek,54802,Yuroke,88,Western Metropolitan,7,18,5
Melton,3337,Melton City Council,Cambridge,55401,Melton,51,Western Victoria,8,10,23
Melton,3337,Melton City Council,Coburn,55402,Melton,51,Western Victoria,8,3439,5179
Melton,3337,Melton City Council,Watts,55403,Melton,51,Western Victoria,8,32,67
Melton South,3338,Melton City Council,Cambridge,55401,Melton,51,Western Victoria,8,184,360
Melton South,3338,Melton City Council,Coburn,55402,Melton,51,Western Victoria,8,3779,5737
Melton West,3337,Melton City Council,Coburn,55402,Melton,51,Western Victoria,8,5308,9188
Melville Forest,3315,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,21,35
Melwood,3875,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,10,21
Mena Park,3373,Pyrenees Shire Council,Mount Emu,51905,Ripon,74,Western Victoria,8,15,22
Mentone,3194,Kingston City Council,Central,54901,Mordialloc,56,South Eastern Metropolitan,5,2004,3345
Mentone,3194,Kingston City Council,Central,54901,Sandringham,76,Southern Metropolitan,6,3720,5416
Menzies Creek,3159,Cardinia Shire Council,Ranges,54303,Gembrook,35,Eastern Victoria,2,63,146
Menzies Creek,3159,Yarra Ranges Shire Council,Lyster,56204,Monbulk,55,Eastern Victoria,2,275,562
Mepunga,3277,Moyne Shire Council,Unsubdivided,51801,South-West Coast,81,Western Victoria,8,12,21
Mepunga East,3277,Moyne Shire Council,Unsubdivided,51801,Polwarth,70,Western Victoria,8,6,12
Mepunga East,3277,Moyne Shire Council,Unsubdivided,51801,South-West Coast,81,Western Victoria,8,16,35
Mepunga West,3277,Moyne Shire Council,Unsubdivided,51801,South-West Coast,81,Western Victoria,8,37,67
Merbein,3505,Mildura Rural City Council,Unsubdivided,56901,Mildura,52,Northern Victoria,4,1200,1876
Merbein South,3505,Mildura Rural City Council,Unsubdivided,56901,Mildura,52,Northern Victoria,4,152,276
Merbein West,3505,Mildura Rural City Council,Unsubdivided,56901,Mildura,52,Northern Victoria,4,80,150
Meredith,3333,Golden Plains Shire Council,Unsubdivided,50501,Ballarat East,3,Western Victoria,8,323,534
Meredith,3333,Golden Plains Shire Council,Unsubdivided,50501,Polwarth,70,Western Victoria,8,1,1
Meredith,3333,Moorabool Shire Council,West Moorabool,50403,Ballarat East,3,Western Victoria,8,4,6
Meringur,3496,Mildura Rural City Council,Unsubdivided,56901,Mildura,52,Northern Victoria,4,40,66
Merino,3310,Glenelg Shire Council,Unsubdivided,51701,Lowan,46,Western Victoria,8,162,216
Mernda,3754,Whittlesea City Council,North,56001,Yan Yean,87,Northern Metropolitan,3,3522,5860
Merriang,3737,Alpine Shire Council,Unsubdivided,52201,Benalla,8,Northern Victoria,4,64,138
Merriang South,3737,Alpine Shire Council,Unsubdivided,52201,Benalla,8,Northern Victoria,4,23,41
Merricks,3916,Mornington Peninsula Shire Council,Red Hill,55704,Nepean,65,Eastern Victoria,2,102,144
Merricks Beach,3926,Mornington Peninsula Shire Council,Red Hill,55704,Hastings,38,Eastern Victoria,2,114,109
Merricks North,3926,Mornington Peninsula Shire Council,Red Hill,55704,Nepean,65,Eastern Victoria,2,199,317
Merrigum,3618,Greater Shepparton City Council,Unsubdivided,52501,Rodney,75,Northern Victoria,4,308,509
Merrigum,3618,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,79,Northern Victoria,4,2,1
Merrijig,3723,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,1,1
Merrijig,3723,Mansfield Shire Council,Mansfield,58003,Benalla,8,Northern Victoria,4,12,24
Merrijig,3723,Mansfield Shire Council,Tolmie,58004,Benalla,8,Northern Victoria,4,196,250
Merrimu,3340,Moorabool Shire Council,East Moorabool,50402,Melton,51,Western Victoria,8,103,201
Merrinee,3496,Mildura Rural City Council,Unsubdivided,56901,Mildura,52,Northern Victoria,4,22,36
Merton,3715,Mansfield Shire Council,Bonnie Doon,58001,Benalla,8,Northern Victoria,4,85,128
Merton,3715,Murrindindi Shire Council,Koriella,53006,Benalla,8,Northern Victoria,4,8,11
Metcalfe,3448,Mount Alexander Shire Council,Calder,56701,Bendigo West,11,Northern Victoria,4,3,4
Metcalfe,3448,Mount Alexander Shire Council,Coliban,56703,Bendigo West,11,Northern Victoria,4,82,133
Metcalfe East,3444,Mount Alexander Shire Council,Coliban,56703,Bendigo West,11,Northern Victoria,4,15,31
Metung,3904,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,793,1031
Mia Mia,3444,Greater Bendigo City Council,Eppalock,50201,Rodney,75,Northern Victoria,4,74,91
Mia Mia,3444,Mitchell Shire Council,North,52802,Seymour,78,Northern Victoria,4,23,38
Mickleham,3064,Hume City Council,Aitken,54801,Yuroke,88,Western Metropolitan,7,406,859
Middle Creek,3375,Ararat Rural City Council,Unsubdivided,51401,Ripon,74,Western Victoria,8,7,13
Middle Creek,3375,Pyrenees Shire Council,Beaufort,51902,Ripon,74,Western Victoria,8,6,8
Middle Park,3206,Port Phillip City Council,Albert Park,51101,Albert Park,1,Southern Metropolitan,6,1971,2935
Middle Tarwin,3956,South Gippsland Shire Council,Strzelecki,53802,Gippsland South,37,Eastern Victoria,2,39,65
Miepoll,3666,Strathbogie Shire Council,Honeysuckle Creek,53101,Benalla,8,Northern Victoria,4,24,45
Miepoll,3666,Strathbogie Shire Council,Seven Creeks,53105,Benalla,8,Northern Victoria,4,48,69
Miga Lake,3409,West Wimmera Shire Council,Unsubdivided,57501,Lowan,46,Western Victoria,8,11,22
Milawa,3678,Wangaratta Rural City Council,Unsubdivided,52701,Murray Valley,61,Northern Victoria,4,226,435
Mildura,3500,Mildura Rural City Council,Unsubdivided,56901,Mildura,52,Northern Victoria,4,14397,20832
Mill Park,3082,Whittlesea City Council,South East,56002,Mill Park,53,Northern Metropolitan,3,9935,20468
Mill Park,3082,Whittlesea City Council,South West,56003,Mill Park,53,Northern Metropolitan,3,378,719
Millbrook,3352,Moorabool Shire Council,West Moorabool,50403,Ballarat East,3,Western Victoria,8,57,121
Millgrove,3799,Yarra Ranges Shire Council,O'Shannassy,56206,Gembrook,35,Eastern Victoria,2,765,1112
Milloo,3572,Campaspe Shire Council,Western,52305,Rodney,75,Northern Victoria,4,17,23
Milltown,3304,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,81,Western Victoria,8,28,36
Milnes Bridge,3579,Gannawarra Shire Council,Patchell,57203,Swan Hill,82,Northern Victoria,4,11,18
Mincha,3575,Loddon Shire Council,Boort,56501,Swan Hill,82,Northern Victoria,4,1,2
Mincha,3575,Loddon Shire Council,Terrick,56504,Swan Hill,82,Northern Victoria,4,27,40
Mincha West,3568,Gannawarra Shire Council,Patchell,57203,Swan Hill,82,Northern Victoria,4,17,25
Miners Rest,3352,Ballarat City Council,North,50302,Ballarat West,4,Western Victoria,8,421,773
Miners Rest,3352,Ballarat City Council,North,50302,Ripon,74,Western Victoria,8,608,1198
Mingay,3324,Corangamite Shire Council,North,51603,Polwarth,70,Western Victoria,8,4,10
Mingay,3324,Corangamite Shire Council,North,51603,Ripon,74,Western Victoria,8,13,26
Minhamite,3287,Moyne Shire Council,Unsubdivided,51801,South-West Coast,81,Western Victoria,8,34,63
Minimay,3413,West Wimmera Shire Council,Unsubdivided,57501,Lowan,46,Western Victoria,8,44,74
Mininera,3351,Ararat Rural City Council,Unsubdivided,51401,Lowan,46,Western Victoria,8,27,43
Minjah,3276,Moyne Shire Council,Unsubdivided,51801,South-West Coast,81,Western Victoria,8,28,43
Minmindie,3537,Loddon Shire Council,Boort,56501,Swan Hill,82,Northern Victoria,4,8,11
Minyip,3392,Yarriambiack Shire Council,Dunmunkle,57601,Swan Hill,82,Northern Victoria,4,295,393
Minyip,3392,Yarriambiack Shire Council,Warracknabeal,57603,Swan Hill,82,Northern Victoria,4,10,19
Miram,3415,West Wimmera Shire Council,Unsubdivided,57501,Lowan,46,Western Victoria,8,21,34
Mirboo,3871,Latrobe City Council,South,53703,Morwell,58,Eastern Victoria,2,26,48
Mirboo,3871,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,37,Eastern Victoria,2,104,188
Mirboo North,3871,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,37,Eastern Victoria,2,879,1548
Mirranatwa,3294,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,13,28
Mitcham,3132,Whitehorse City Council,Springfield,55905,Mitcham,54,Eastern Metropolitan,1,6582,10594
Mitchell Park,3355,Ballarat City Council,North,50302,Ballarat West,4,Western Victoria,8,131,216
Mitchell Park,3355,Ballarat City Council,North,50302,Ripon,74,Western Victoria,8,165,321
Mitchellstown,3608,Strathbogie Shire Council,Lake Nagambie,53103,Benalla,8,Northern Victoria,4,23,34
Mitiamo,3573,Campaspe Shire Council,Western,52305,Rodney,75,Northern Victoria,4,4,5
Mitiamo,3573,Loddon Shire Council,Terrick,56504,Swan Hill,82,Northern Victoria,4,52,82
Mitre,3409,Horsham Rural City Council,Unsubdivided,56801,Lowan,46,Western Victoria,8,21,35
Mitre,3409,West Wimmera Shire Council,Unsubdivided,57501,Lowan,46,Western Victoria,8,3,4
Mitta Mitta,3701,Towong Shire Council,Unsubdivided,53201,Benambra,9,Northern Victoria,4,93,144
Mittyack,3490,Mildura Rural City Council,Unsubdivided,56901,Mildura,52,Northern Victoria,4,10,14
Mockinya,3401,Horsham Rural City Council,Unsubdivided,56801,Lowan,46,Western Victoria,8,13,24
Modella,3816,Baw Baw Shire Council,Mount Worth,53502,Narracan,62,Eastern Victoria,2,36,68
Modella,3816,Cardinia Shire Council,Port,54302,Bass,5,Eastern Victoria,2,28,46
Modewarre,3240,Surf Coast Shire Council,Winchelsea,50104,Polwarth,70,Western Victoria,8,26,49
Modewarre,3240,Surf Coast Shire Council,Winchelsea,50104,South Barwon,80,Western Victoria,8,71,146
Moe,3825,Baw Baw Shire Council,North,53503,Narracan,62,Eastern Victoria,2,2,3
Moe,3825,Latrobe City Council,West,53704,Narracan,62,Eastern Victoria,2,4658,6278
Moe South,3825,Baw Baw Shire Council,Mount Worth,53502,Narracan,62,Eastern Victoria,2,4,7
Moe South,3825,Latrobe City Council,West,53704,Narracan,62,Eastern Victoria,2,182,365
Moggs Creek,3231,Surf Coast Shire Council,Lorne,50102,Polwarth,70,Western Victoria,8,85,79
Moglonemby,3666,Strathbogie Shire Council,Honeysuckle Creek,53101,Benalla,8,Northern Victoria,4,5,9
Moglonemby,3666,Strathbogie Shire Council,Seven Creeks,53105,Benalla,8,Northern Victoria,4,8,16
Mokepilly,3381,Northern Grampians Shire Council,South West,57403,Ripon,74,Western Victoria,8,2,5
Molesworth,3718,Murrindindi Shire Council,Koriella,53006,Seymour,78,Northern Victoria,4,46,61
Moliagul,3472,Central Goldfields Shire Council,Flynn,56301,Ripon,74,Western Victoria,8,11,14
Moliagul,3472,Loddon Shire Council,Tarnagulla,56503,Bendigo West,11,Northern Victoria,4,19,26
Moliagul,3472,Loddon Shire Council,Tarnagulla,56503,Swan Hill,82,Northern Victoria,4,8,10
Molka,3666,Strathbogie Shire Council,Lake Nagambie,53103,Benalla,8,Northern Victoria,4,10,14
Molka,3666,Strathbogie Shire Council,Seven Creeks,53105,Benalla,8,Northern Victoria,4,7,11
Mollongghip,3352,Hepburn Shire Council,Creswick,56404,Ballarat East,3,Western Victoria,8,26,47
Mollongghip,3352,Moorabool Shire Council,Woodlands,50404,Ballarat East,3,Western Victoria,8,12,24
Mologa,3575,Loddon Shire Council,Terrick,56504,Swan Hill,82,Northern Victoria,4,15,20
Molyullah,3673,Benalla Rural City Council,Unsubdivided,57901,Benalla,8,Northern Victoria,4,58,101
Monbulk,3793,Yarra Ranges Shire Council,Chandler,56202,Monbulk,55,Eastern Victoria,2,1316,2406
Monbulk,3793,Yarra Ranges Shire Council,Lyster,56204,Monbulk,55,Eastern Victoria,2,80,149
Monegeetta,3433,Macedon Ranges Shire Council,East,56601,Macedon,48,Northern Victoria,4,71,135
Mongans Bridge,3691,Alpine Shire Council,Unsubdivided,52201,Benalla,8,Northern Victoria,4,18,32
Monomeith,3984,Cardinia Shire Council,Port,54302,Bass,5,Eastern Victoria,2,33,47
Mont Albert,3127,Boroondara City Council,Maranoa,50708,Box Hill,13,Eastern Metropolitan,1,59,126
Mont Albert,3127,Whitehorse City Council,Elgar,55902,Box Hill,13,Eastern Metropolitan,1,1959,3303
Mont Albert North,3129,Whitehorse City Council,Elgar,55902,Box Hill,13,Eastern Metropolitan,1,2147,3738
Montgomery,3851,Wellington Shire Council,Unsubdivided,53901,Gippsland East,36,Eastern Victoria,2,24,46
Montmorency,3094,Banyule City Council,Beale,54002,Eltham,27,Eastern Metropolitan,1,1026,1776
Montmorency,3094,Banyule City Council,Hawdon,54005,Eltham,27,Eastern Metropolitan,1,2737,4784
Montrose,3765,Yarra Ranges Shire Council,Chandler,56202,Monbulk,55,Eastern Victoria,2,357,726
Montrose,3765,Yarra Ranges Shire Council,Streeton,56208,Monbulk,55,Eastern Victoria,2,656,1407
Montrose,3765,Yarra Ranges Shire Council,Walling,56209,Kilsyth,43,Eastern Metropolitan,1,676,1310
Montrose,3765,Yarra Ranges Shire Council,Walling,56209,Monbulk,55,Eastern Victoria,2,677,1381
Moolap,3224,Greater Geelong City Council,Austin,50601,Bellarine,7,Western Victoria,8,495,941
Moolerr,3477,Northern Grampians Shire Council,Kara Kara,57402,Swan Hill,82,Northern Victoria,4,10,21
Moolort,3465,Central Goldfields Shire Council,Tullaroop,56304,Ripon,74,Western Victoria,8,17,29
Moonambel,3478,Pyrenees Shire Council,De Cameron,51903,Ripon,74,Western Victoria,8,95,128
Moondarra,3825,Baw Baw Shire Council,North,53503,Narracan,62,Eastern Victoria,2,21,34
Moonee Ponds,3039,Moonee Valley City Council,Buckley,55601,Essendon,28,Western Metropolitan,7,146,256
Moonee Ponds,3039,Moonee Valley City Council,Myrnong,55602,Essendon,28,Western Metropolitan,7,5696,9355
Moonlight Flat,3465,Central Goldfields Shire Council,Paddys Ranges,56303,Ripon,74,Western Victoria,8,36,66
Moonlight Flat,3465,Mount Alexander Shire Council,Castlemaine,56702,Bendigo West,11,Northern Victoria,4,2,2
Moonlight Flat,3450,Mount Alexander Shire Council,Calder,56701,Bendigo West,11,Northern Victoria,4,8,13
Moonlight Flat,3450,Mount Alexander Shire Council,Castlemaine,56702,Bendigo West,11,Northern Victoria,4,27,53
Moora,3612,Campaspe Shire Council,Waranga,52304,Rodney,75,Northern Victoria,4,9,19
Moorabbin,3189,Kingston City Council,North,54902,Bentleigh,12,Southern Metropolitan,6,2268,3751
Moorabbin,3189,Kingston City Council,North,54902,Brighton,14,Southern Metropolitan,6,98,166
Moorabbin Airport,3194,Kingston City Council,Central,54901,Mordialloc,56,South Eastern Metropolitan,5,3,5
Moorabool,3213,Greater Geelong City Council,Windermere,50612,Lara,45,Western Victoria,8,36,74
Mooralla,3314,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,32,51
Moorilim,3610,Greater Shepparton City Council,Unsubdivided,52501,Benalla,8,Northern Victoria,4,5,8
Moorilim,3610,Strathbogie Shire Council,Lake Nagambie,53103,Benalla,8,Northern Victoria,4,7,8
Moormbool West,3523,Strathbogie Shire Council,Lake Nagambie,53103,Rodney,75,Northern Victoria,4,18,25
Moornapa,3862,Wellington Shire Council,Unsubdivided,53901,Gippsland East,36,Eastern Victoria,2,2,3
Moorngag,3673,Benalla Rural City Council,Unsubdivided,57901,Benalla,8,Northern Victoria,4,36,62
Moorooduc,3933,Mornington Peninsula Shire Council,Cerberus,55702,Hastings,38,Eastern Victoria,2,109,233
Moorooduc,3933,Mornington Peninsula Shire Council,Cerberus,55702,Mornington,57,Eastern Victoria,2,79,167
Moorooduc,3933,Mornington Peninsula Shire Council,Watson,55706,Hastings,38,Eastern Victoria,2,170,386
Moorooduc,3933,Mornington Peninsula Shire Council,Watson,55706,Mornington,57,Eastern Victoria,2,20,48
Mooroolbark,3138,Yarra Ranges Shire Council,Chirnside,56203,Evelyn,29,Eastern Victoria,2,2269,4735
Mooroolbark,3138,Yarra Ranges Shire Council,Melba,56205,Evelyn,29,Eastern Victoria,2,1645,3153
Mooroolbark,3138,Yarra Ranges Shire Council,Melba,56205,Kilsyth,43,Eastern Metropolitan,1,2140,3951
Mooroolbark,3138,Yarra Ranges Shire Council,Walling,56209,Kilsyth,43,Eastern Metropolitan,1,1765,3125
Mooroopna,3629,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,79,Northern Victoria,4,3598,5374
Mooroopna North,3629,Greater Shepparton City Council,Unsubdivided,52501,Rodney,75,Northern Victoria,4,3,3
Mooroopna North,3629,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,79,Northern Victoria,4,51,86
Mooroopna North West,3616,Greater Shepparton City Council,Unsubdivided,52501,Rodney,75,Northern Victoria,4,7,10
Mooroopna North West,3616,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,79,Northern Victoria,4,21,49
Moranding,3764,Mitchell Shire Council,Central,52801,Seymour,78,Northern Victoria,4,57,118
Mordialloc,3195,Kingston City Council,Central,54901,Mordialloc,56,South Eastern Metropolitan,5,3463,5388
Morgiana,3301,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,16,30
Moriac,3240,Surf Coast Shire Council,Winchelsea,50104,South Barwon,80,Western Victoria,8,255,522
Mornington,3931,Mornington Peninsula Shire Council,Briars,55701,Mornington,57,Eastern Victoria,2,10761,16832
Morrisons,3334,Moorabool Shire Council,West Moorabool,50403,Ballarat East,3,Western Victoria,8,60,95
Morrl Morrl,3387,Northern Grampians Shire Council,Central,57401,Ripon,74,Western Victoria,8,2,3
Mortlake,3272,Moyne Shire Council,Unsubdivided,51801,Lowan,46,Western Victoria,8,22,43
Mortlake,3272,Moyne Shire Council,Unsubdivided,51801,Polwarth,70,Western Victoria,8,670,965
Morton Plains,3482,Buloke Shire Council,Mount Jeffcott,57103,Swan Hill,82,Northern Victoria,4,3,8
Morwell,3840,Latrobe City Council,Central,53701,Morwell,58,Eastern Victoria,2,6908,9509
Morwell,3840,Latrobe City Council,East,53702,Morwell,58,Eastern Victoria,2,4,8
Mossiface,3885,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,50,94
Mount Alfred,3709,Towong Shire Council,Unsubdivided,53201,Benambra,9,Northern Victoria,4,15,20
Mount Beauty,3699,Alpine Shire Council,Unsubdivided,52201,Benalla,8,Northern Victoria,4,540,609
Mount Beckworth,3363,Hepburn Shire Council,Cameron,56402,Ripon,74,Western Victoria,8,4,6
Mount Best,3960,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,37,Eastern Victoria,2,15,22
Mount Bolton,3352,Ballarat City Council,North,50302,Ripon,74,Western Victoria,8,11,24
Mount Bruno,3675,Benalla Rural City Council,Unsubdivided,57901,Benalla,8,Northern Victoria,4,23,36
Mount Buffalo,3740,Alpine Shire Council,Unsubdivided,52201,Benalla,8,Northern Victoria,4,1,1
Mount Buller,3723,Mansfield Shire Council,Tolmie,58004,Benalla,8,Northern Victoria,4,2,1
Mount Buller,3723,Unincorporated Land (victoria),Not Resident In Any Municipality,99901,Benalla,8,Northern Victoria,4,62,41
Mount Burnett,3781,Cardinia Shire Council,Ranges,54303,Gembrook,35,Eastern Victoria,2,56,116
Mount Bute,3324,Corangamite Shire Council,North,51603,Polwarth,70,Western Victoria,8,14,27
Mount Bute,3324,Corangamite Shire Council,North,51603,Ripon,74,Western Victoria,8,9,14
Mount Camel,3523,Greater Bendigo City Council,Eppalock,50201,Rodney,75,Northern Victoria,4,59,82
Mount Cameron,3370,Central Goldfields Shire Council,Tullaroop,56304,Ripon,74,Western Victoria,8,5,7
Mount Clear,3350,Ballarat City Council,South,50303,Ballarat East,3,Western Victoria,8,1301,2101
Mount Cole,3377,Ararat Rural City Council,Unsubdivided,51401,Ripon,74,Western Victoria,8,7,13
Mount Cole Creek,3377,Ararat Rural City Council,Unsubdivided,51401,Ripon,74,Western Victoria,8,5,6
Mount Cottrell,3024,Melton City Council,Cambridge,55401,Melton,51,Western Victoria,8,121,239
Mount Cottrell,3024,Wyndham City Council,Chaffey,56101,Tarneit,83,Western Metropolitan,7,87,173
Mount Dandenong,3767,Yarra Ranges Shire Council,Streeton,56208,Monbulk,55,Eastern Victoria,2,545,918
Mount Doran,3334,Moorabool Shire Council,West Moorabool,50403,Ballarat East,3,Western Victoria,8,52,88
Mount Dryden,3381,Northern Grampians Shire Council,South West,57403,Ripon,74,Western Victoria,8,2,5
Mount Duneed,3217,Greater Geelong City Council,Buckley,50604,South Barwon,80,Western Victoria,8,91,196
Mount Duneed,3217,Greater Geelong City Council,Deakin,50609,South Barwon,80,Western Victoria,8,3,5
Mount Duneed,3217,Surf Coast Shire Council,Winchelsea,50104,South Barwon,80,Western Victoria,8,139,350
Mount Eccles,3953,South Gippsland Shire Council,Strzelecki,53802,Gippsland South,37,Eastern Victoria,2,3,5
Mount Eccles,3953,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,37,Eastern Victoria,2,47,87
Mount Eccles South,3953,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,37,Eastern Victoria,2,3,6
